"PASSENGERS","AIRLINE_ID","CARRIER","CARRIER_NAME","UNIQUE_CARRIER_NAME","ORIGIN_COUNTRY","ORIGIN_COUNTRY_NAME","ORIGIN","ORIGIN_CITY_NAME","ORIGIN_AIRPORT_ID","DEST_COUNTRY","DEST_COUNTRY_NAME","DEST","DEST_CITY_NAME","DEST_AIRPORT_ID","YEAR","MONTH","QUARTER"
2354,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
2360,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
2491,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","OAK","Oakland, CA",13796,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
2623,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
3065,20119,"UX","Air Europa","Air Europa","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
3323,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","OAK","Oakland, CA",13796,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
3580,21579,"DY","Norwegian Air Shuttle ASA","Norwegian Air Shuttle ASA","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
4336,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","ORD","Chicago, IL",13930,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
4397,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
5301,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
5355,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
5508,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
5554,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
5833,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
5882,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
5891,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","AGP","Malaga, Spain",10205,2017,8,3
6099,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
6245,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
6246,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
6422,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
6462,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
6508,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
6719,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
6860,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
7059,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
7392,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
7559,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
7696,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
8024,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
8113,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2017,8,3
8283,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
15527,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
18796,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2017,8,3
1,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","DAL","Dallas, TX",11259,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
1,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","IAD","Washington, DC",12264,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
1,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
2,21437,"13Q","Chartright Air Inc.","Chartright Air Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
5,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","SCQ","Santiago de Compostela, Spain",14721,2015,9,3
31,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","AUS","Austin, TX",10423,"ES","Spain","BCN","Barcelona, Spain",10517,2015,9,3
53,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","BCN","Barcelona, Spain",10517,2015,9,3
55,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
154,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
159,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
172,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
181,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2015,9,3
295,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
1348,20119,"UX","Air Europa","Air Europa","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
2154,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","AGP","Malaga, Spain",10205,2015,9,3
2557,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
3573,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
4679,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
4871,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
5374,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
5404,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
5519,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2015,9,3
5571,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","BCN","Barcelona, Spain",10517,2015,9,3
5657,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
5974,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
6251,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","BCN","Barcelona, Spain",10517,2015,9,3
6368,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
6512,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
6519,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
6531,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2015,9,3
6595,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
6597,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2015,9,3
6728,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
7777,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","ORD","Chicago, IL",13930,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
7928,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2015,9,3
8264,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","BCN","Barcelona, Spain",10517,2015,9,3
13927,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
17073,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2015,9,3
0,20377,"X9","Omni Air Express","Omni Air International LLC","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
1,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
3,21309,"0RQ","TAG Aviation Espana S.L.","TAG Aviation Espana S.L.","US","United States","HPN","White Plains, NY",12197,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
3,21590,"1UQ","Gainjet Aviation SA","Gainjet Aviation SA","US","United States","TEB","Teterboro, NJ",15167,"ES","Spain","AGP","Malaga, Spain",10205,2016,9,3
4,21569,"LDM","Lauda Motion GmbH","Lauda Motion GmbH","US","United States","LAS","Las Vegas, NV",12889,"ES","Spain","AGP","Malaga, Spain",10205,2016,9,3
10,21568,"VJT","VistaJet Limited","VistaJet Limited","US","United States","SRQ","Sarasota/Bradenton, FL",14986,"ES","Spain","IBZ","Ibiza, Spain",12274,2016,9,3
24,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
37,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SLC","Salt Lake City, UT",14869,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
51,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MCO","Orlando, FL",13204,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
60,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","SLC","Salt Lake City, UT",14869,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
64,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","IAH","Houston, TX",12266,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
86,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","MSP","Minneapolis, MN",13487,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
90,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","MSP","Minneapolis, MN",13487,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
95,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
99,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SAN","San Diego, CA",14679,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
100,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","ORD","Chicago, IL",13930,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
154,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAS","Las Vegas, NV",12889,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
210,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
425,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","SFO","San Francisco, CA",14771,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
1557,20119,"UX","Air Europa","Air Europa","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
2048,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","SJU","San Juan, PR",14843,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
2796,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
2906,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","AGP","Malaga, Spain",10205,2016,9,3
4656,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
4916,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","LAX","Los Angeles, CA",12892,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
5234,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
5303,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
5507,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
5586,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","IAD","Washington, DC",12264,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
5666,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
5811,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
5857,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","CLT","Charlotte, NC",11057,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
5861,19977,"UA","United Air Lines Inc.","United Air Lines Inc.","US","United States","EWR","Newark, NJ",11618,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
5898,19547,"IB","Iberia Air Lines Of Spain","Iberia Air Lines Of Spain","US","United States","BOS","Boston, MA",10721,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
5963,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","PHL","Philadelphia, PA",14100,"ES","Spain","BCN","Barcelona, Spain",10517,2016,9,3
6206,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","DFW","Dallas/Fort Worth, TX",11298,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
6349,20119,"UX","Air Europa","Air Europa","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
6471,19805,"AA","American Airlines Inc.","American Airlines Inc.","US","United States","MIA","Miami, FL",13303,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
6739,20119,"UX","Air Europa","Air Europa","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
7012,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","JFK","New York, NY",12478,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
7458,19790,"DL","Delta Air Lines Inc.","Delta Air Lines Inc.","US","United States","ATL","Atlanta, GA",10397,"ES","Spain","MAD","Madrid, Spain",13156,2016,9,3
